Team,Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
Toronto Blue Jays,91,91,19-Jul,,BOS,"L,4-13",39,35,4,11,2,0,1,4,2,0,8,1,0,1,0,2,0,0,0.265,0.328,0.456,0.784,8,11,R,N.Pivetta(38)
Toronto Blue Jays,92,92,21-Jul,,BOS,"L,4-7",34,32,4,5,1,0,3,4,2,0,9,0,0,0,1,1,0,0,0.264,0.327,0.456,0.783,3,10,R,G.Richards(49)
Toronto Blue Jays,93,93,23-Jul,@,NYM,"L,0-3",31,30,0,3,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0.263,0.325,0.453,0.778,4,13,R,T.Megill(72)
Toronto Blue Jays,94,94,24-Jul,@,NYM,"W,10-3",46,43,10,17,3,0,5,10,3,0,3,0,0,0,0,1,0,0,0.265,0.327,0.457,0.784,9,18,R,T.Walker(21)
Toronto Blue Jays,95,95,25-Jul,@,NYM,"L,4-5",40,35,4,9,4,0,0,4,4,1,7,1,0,0,0,0,0,1,0.264,0.327,0.457,0.784,9,16,L,R.Hill(44)
Toronto Blue Jays,96,96,26-Jul,@,BOS,"L,4-5",37,35,4,9,2,0,1,4,2,0,5,0,0,0,0,0,0,0,0.264,0.327,0.456,0.783,6,9,R,N.Pivetta(37)
Toronto Blue Jays,97,97,Jul 28 (1),@,BOS,"W,4-1",29,28,4,8,2,0,2,4,1,0,6,0,0,0,0,0,1,0,0.265,0.327,0.457,0.784,4,10,R,G.Richards(31)
Toronto Blue Jays,98,98,Jul 28 (2),@,BOS,"L,1-4",26,24,1,5,1,0,0,1,1,0,8,1,0,0,0,2,2,0,0.264,0.326,0.455,0.782,4,10,R,T.Houck(60)
Toronto Blue Jays,99,99,29-Jul,@,BOS,"W,13-1",50,43,13,16,7,0,1,13,6,0,10,1,0,0,0,0,0,0,0.266,0.328,0.457,0.785,10,10,L,E.Rodriguez(26)
Toronto Blue Jays,100,100,30-Jul,,KCR,"W,6-4",36,32,6,10,2,0,2,5,4,0,3,0,0,0,0,2,1,0,0.266,0.329,0.458,0.787,6,11,L,D.Lynch(46)
Toronto Blue Jays,101,101,31-Jul,,KCR,"W,4-0",30,29,4,5,0,1,2,4,1,0,7,0,0,0,1,1,0,0,0.265,0.328,0.458,0.786,2,9,L,M.Minor(56)
Toronto Blue Jays,102,102,1-Aug,,KCR,"W,5-1",38,31,5,8,1,0,2,5,7,0,8,0,0,0,0,0,0,0,0.265,0.328,0.458,0.787,9,9,R,B.Keller(36)
Toronto Blue Jays,103,103,2-Aug,,CLE,"L,2-5",38,35,2,6,1,0,1,2,3,0,12,0,0,0,0,1,0,0,0.264,0.327,0.457,0.784,6,10,R,E.Morgan(62)
Toronto Blue Jays,104,104,3-Aug,,CLE,"W,7-2",38,34,7,12,3,0,2,7,1,0,2,1,0,2,1,1,1,0,0.265,0.328,0.458,0.786,7,11,R,Z.Plesac(23)
Toronto Blue Jays,105,105,4-Aug,,CLE,"W,8-6",38,33,8,10,4,0,1,8,5,0,5,0,0,0,0,1,0,0,0.265,0.328,0.459,0.787,6,10,R,J.Mejia(7)
Toronto Blue Jays,106,106,5-Aug,,CLE,"W,3-0",30,29,3,5,1,0,1,3,0,0,4,1,0,0,0,0,0,0,0.265,0.327,0.458,0.785,3,10,R,T.McKenzie(59)
Toronto Blue Jays,107,107,6-Aug,,BOS,"W,12-4",44,40,12,17,8,1,1,12,2,1,6,1,0,1,0,0,1,0,0.266,0.329,0.461,0.79,8,10,R,N.Eovaldi(22)
Toronto Blue Jays,108,108,Aug 7 (1),,BOS,"W,1-0",21,20,1,2,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0.265,0.328,0.46,0.788,2,9,R,N.Pivetta(74)
Toronto Blue Jays,109,109,Aug 7 (2),,BOS,"L,1-2",32,30,1,6,2,0,0,1,2,1,12,0,0,0,0,0,0,0,0.265,0.327,0.458,0.785,7,9,R,T.Houck(55)
Toronto Blue Jays,110,110,8-Aug,,BOS,"W,9-8",38,32,9,10,0,0,2,9,5,0,4,0,0,1,1,1,2,1,0.265,0.328,0.458,0.786,5,10,R,G.Richards(42)
Toronto Blue Jays,111,111,Aug 10 (1),@,LAA,"L,3-6",31,28,3,9,2,1,0,3,3,0,6,0,0,0,0,2,1,0,0.266,0.328,0.459,0.787,7,9,R,C.Rodriguez(46)
Toronto Blue Jays,112,112,Aug 10 (2),@,LAA,"W,4-0",32,29,4,9,1,0,0,4,3,0,3,0,0,0,0,1,0,0,0.266,0.329,0.458,0.786,7,9,L,J.Suarez(39)
Toronto Blue Jays,113,113,11-Aug,@,LAA,"W,10-2",40,37,10,10,2,0,4,10,3,0,6,0,0,0,0,0,0,0,0.266,0.329,0.459,0.788,3,10,R,D.Bundy(44)
Toronto Blue Jays,114,114,12-Aug,@,LAA,"L,3-6",34,30,3,4,1,0,1,3,4,0,9,0,0,0,0,1,0,0,0.265,0.328,0.458,0.786,4,10,R,S.Ohtani(61)
Toronto Blue Jays,115,115,13-Aug,@,SEA,"L,2-3",38,33,2,9,3,0,0,2,4,1,4,0,1,0,0,0,0,0,0.265,0.328,0.457,0.785,9,12,R,C.Flexen(54)
Toronto Blue Jays,116,116,14-Aug,@,SEA,"L,3-9",40,34,3,7,1,0,1,3,5,0,8,1,0,0,1,0,1,1,0.265,0.328,0.456,0.784,10,10,L,Y.Kikuchi(42)
Toronto Blue Jays,117,117,15-Aug,@,SEA,"W,8-3",39,39,8,12,2,0,4,7,0,0,11,0,0,0,0,0,2,0,0.265,0.328,0.458,0.786,4,9,R,L.Gilbert(29)
Toronto Blue Jays,118,118,17-Aug,@,WSN,"L,6-12",41,36,6,10,1,0,1,6,5,0,5,0,0,0,0,2,1,0,0.265,0.328,0.457,0.786,8,18,R,E.Fedde(46)
Toronto Blue Jays,119,119,18-Aug,@,WSN,"L,5-8",39,33,5,8,1,0,4,5,4,0,8,1,1,0,0,1,0,0,0.265,0.328,0.459,0.787,7,17,R,J.Gray(57)
Toronto Blue Jays,120,120,20-Aug,,DET,"L,1-4",37,31,1,5,1,0,1,1,5,0,8,1,0,0,0,4,0,0,0.264,0.328,0.458,0.786,6,11,L,T.Alexander(69)
Toronto Blue Jays,121,121,21-Aug,,DET,"W,3-0",30,29,3,7,0,0,2,3,1,0,4,0,0,0,0,2,0,0,0.264,0.328,0.458,0.785,3,9,R,W.Peralta(53)
Toronto Blue Jays,122,122,22-Aug,,DET,"L,3-5",48,42,3,10,2,0,0,2,4,0,7,1,0,1,1,1,0,0,0.264,0.328,0.456,0.783,12,10,R,D.Hutchison(53)
Toronto Blue Jays,123,123,23-Aug,,CHW,"W,2-1",31,30,2,5,2,0,0,1,1,1,6,0,0,0,1,0,2,0,0.263,0.327,0.454,0.781,5,11,R,L.Lynn(69)
Toronto Blue Jays,124,124,24-Aug,,CHW,"L,2-5",36,34,2,9,1,0,1,2,2,0,9,0,0,0,0,2,2,0,0.263,0.326,0.454,0.78,7,10,R,D.Cease(71)
Toronto Blue Jays,125,125,25-Aug,,CHW,"W,3-1",36,33,3,8,1,1,0,3,3,0,10,0,0,0,1,0,0,0,0.263,0.326,0.453,0.779,9,11,R,L.Giolito(63)
Toronto Blue Jays,126,126,26-Aug,,CHW,"L,7-10",40,37,7,10,0,0,2,7,1,0,8,2,0,0,0,0,0,0,0.263,0.326,0.453,0.779,6,11,L,C.Rodon(51)
Toronto Blue Jays,127,127,27-Aug,@,DET,"L,1-2",35,33,1,6,2,0,0,1,2,0,7,0,0,0,0,0,0,0,0.262,0.326,0.451,0.776,7,12,R,M.Manning(60)
Toronto Blue Jays,128,128,28-Aug,@,DET,"W,3-2",44,41,3,12,0,0,1,3,3,0,8,0,0,0,0,0,1,1,0.263,0.326,0.45,0.776,11,11,R,J.Urena(55)
Toronto Blue Jays,129,129,29-Aug,@,DET,"W,2-1",42,35,2,10,0,0,2,2,6,0,6,1,0,0,0,2,0,0,0.263,0.326,0.45,0.777,13,10,L,M.Boyd(49)
Toronto Blue Jays,130,130,30-Aug,,BAL,"W,7-3",34,29,7,6,1,0,2,7,4,0,3,1,0,0,0,0,3,1,0.262,0.326,0.45,0.776,3,9,R,C.Ellis(57)
Toronto Blue Jays,131,131,31-Aug,,BAL,"L,2-4",37,33,2,6,1,0,2,2,4,0,6,0,0,0,0,0,0,0,0.262,0.326,0.45,0.776,8,14,L,K.Akin(61)
Toronto Blue Jays,132,132,1-Sep,,BAL,"W,5-4",34,30,5,10,2,0,1,5,2,0,4,1,0,1,0,2,3,0,0.262,0.326,0.45,0.776,5,12,R,M.Harvey(33)
Toronto Blue Jays,133,133,3-Sep,,OAK,"W,11-10",38,34,11,10,3,0,3,11,3,0,11,1,0,0,0,0,0,0,0.263,0.327,0.452,0.778,3,13,L,S.Manaea(68)
Toronto Blue Jays,134,134,4-Sep,,OAK,"W,10-8",43,38,10,15,4,0,4,10,2,0,4,3,0,0,0,0,0,1,0.264,0.328,0.455,0.782,9,12,R,P.Blackburn(30)
Toronto Blue Jays,135,135,5-Sep,,OAK,"W,8-0",41,37,8,13,3,1,2,8,3,0,6,1,0,0,0,0,0,0,0.264,0.329,0.456,0.785,9,11,L,C.Irvin(15)
Toronto Blue Jays,136,136,6-Sep,@,NYY,"W,8-0",40,35,8,8,0,0,4,8,5,0,7,0,0,0,1,0,1,1,0.264,0.329,0.457,0.786,5,12,R,J.Taillon(60)
Toronto Blue Jays,137,137,7-Sep,@,NYY,"W,5-1",37,31,5,7,1,0,3,5,4,0,7,0,0,2,0,1,0,0,0.264,0.328,0.458,0.786,5,12,R,G.Cole(41)
Toronto Blue Jays,138,138,8-Sep,@,NYY,"W,6-3",44,32,6,7,0,1,1,5,11,0,13,0,0,1,0,0,1,0,0.264,0.329,0.457,0.786,11,11,R,L.Gil(45)
Toronto Blue Jays,139,139,9-Sep,@,NYY,"W,6-4",44,39,6,13,3,0,3,6,4,0,9,1,0,0,0,1,1,0,0.264,0.33,0.459,0.788,11,12,L,N.Cortes(57)
Toronto Blue Jays,140,140,10-Sep,@,BAL,"L,3-6",43,38,3,10,2,0,0,2,5,0,8,0,0,0,0,0,0,0,0.264,0.33,0.457,0.787,13,10,R,C.Ellis(53)
Toronto Blue Jays,141,141,Sep 11 (1),@,BAL,"W,11-10",38,33,11,13,4,0,4,11,4,0,3,0,0,1,0,0,1,0,0.265,0.331,0.46,0.791,6,11,R,D.Kremer(29)
Toronto Blue Jays,142,142,Sep 11 (2),@,BAL,"W,11-2",36,30,11,11,0,0,4,11,4,0,3,0,1,1,0,0,0,0,0.266,0.331,0.462,0.794,4,10,L,K.Akin(55)
Toronto Blue Jays,143,143,12-Sep,@,BAL,"W,22-7",55,45,22,19,5,0,5,22,8,0,8,2,0,0,0,0,0,0,0.267,0.333,0.466,0.799,6,12,L,Z.Lowther(21)
Toronto Blue Jays,144,144,13-Sep,,TBR,"W,8-1",42,40,8,17,2,0,2,8,2,0,2,0,0,0,0,1,0,0,0.268,0.334,0.467,0.802,10,9,R,C.McHugh(52)
Toronto Blue Jays,145,145,14-Sep,,TBR,"L,0-2",30,29,0,3,1,0,0,0,1,0,6,0,0,0,0,1,0,0,0.267,0.333,0.465,0.799,3,9,R,D.Rasmussen(65)
Toronto Blue Jays,146,146,15-Sep,,TBR,"W,6-3",33,30,6,7,2,0,1,6,2,0,8,0,0,1,0,0,0,0,0.267,0.333,0.465,0.798,3,10,R,M.Wacha(37)
Toronto Blue Jays,147,147,17-Sep,,MIN,"L,3-7",35,33,3,5,3,0,1,2,2,0,7,0,0,0,1,0,0,0,0.267,0.332,0.464,0.796,5,10,R,M.Pineda(55)
Toronto Blue Jays,148,148,18-Sep,,MIN,"W,6-2",38,30,6,7,1,0,2,6,8,0,6,0,0,0,0,1,1,0,0.266,0.332,0.464,0.797,8,12,R,B.Ober(39)
Toronto Blue Jays,149,149,19-Sep,,MIN,"W,5-3",37,34,5,11,3,0,1,5,3,0,9,0,0,0,0,1,0,0,0.267,0.333,0.464,0.797,8,12,R,L.Farrell(20)
Toronto Blue Jays,150,150,20-Sep,@,TBR,"L,4-6",35,33,4,5,1,0,3,4,2,0,11,0,0,0,1,0,0,0,0.266,0.332,0.464,0.796,4,13,R,S.Baz(60)
Toronto Blue Jays,151,151,21-Sep,@,TBR,"W,4-2",36,33,4,8,1,0,1,4,2,0,7,0,0,1,0,0,0,0,0.266,0.332,0.464,0.795,5,11,R,D.Rasmussen(53)
Toronto Blue Jays,152,152,22-Sep,@,TBR,"L,1-7",37,31,1,4,1,0,0,1,4,0,6,1,0,1,1,0,1,0,0.265,0.331,0.462,0.793,9,10,R,L.Patino(57)
Toronto Blue Jays,153,153,23-Sep,@,MIN,"L,2-7",40,36,2,11,2,0,1,2,4,0,4,0,0,0,0,1,0,0,0.265,0.331,0.462,0.793,11,12,R,M.Pineda(44)
Toronto Blue Jays,154,154,24-Sep,@,MIN,"L,1-3",32,31,1,4,2,0,1,1,1,0,9,0,0,0,0,0,0,0,0.264,0.33,0.461,0.791,4,9,R,B.Ober(62)
Toronto Blue Jays,155,155,25-Sep,@,MIN,"W,6-1",39,36,6,11,1,0,3,5,3,0,10,0,0,0,1,2,1,0,0.265,0.33,0.462,0.792,6,12,R,J.Gant(46)
Toronto Blue Jays,156,156,26-Sep,@,MIN,"W,5-2",38,36,5,9,2,0,2,5,2,0,4,0,0,0,0,0,0,0,0.265,0.33,0.462,0.792,6,10,R,G.Jax(41)
Toronto Blue Jays,157,157,28-Sep,,NYY,"L,2-7",33,29,2,3,1,0,0,2,4,0,7,0,0,0,0,0,2,0,0.264,0.33,0.46,0.789,4,9,R,J.Taillon(52)
Toronto Blue Jays,158,158,29-Sep,,NYY,"W,6-5",34,34,6,10,5,0,3,6,0,0,8,0,0,0,0,0,0,0,0.264,0.329,0.461,0.791,4,10,R,G.Cole(40)
Toronto Blue Jays,159,159,30-Sep,,NYY,"L,2-6",38,36,2,10,3,0,0,2,2,0,9,0,0,0,0,1,3,0,0.264,0.329,0.461,0.79,9,10,R,C.Kluber(43)
Toronto Blue Jays,160,160,1-Oct,,BAL,"W,6-4",37,35,6,12,3,0,2,6,2,0,3,0,0,0,0,0,0,0,0.265,0.33,0.462,0.791,7,10,R,T.Eshelman(44)
Toronto Blue Jays,161,161,2-Oct,,BAL,"W,10-1",39,39,10,14,4,0,5,10,0,0,6,0,0,0,1,0,0,0,0.265,0.33,0.464,0.794,5,11,L,J.Means(21)
Toronto Blue Jays,162,162,3-Oct,,BAL,"W,12-4",41,35,12,12,1,0,4,12,4,0,4,2,0,0,0,1,1,0,0.266,0.33,0.466,0.797,5,10,L,B.Zimmermann(31)
Washington Nationals,1,1,6-Apr,,ATL,"W,6-5",39,34,6,10,1,0,1,6,4,0,9,1,0,0,1,0,0,0,0.294,0.385,0.412,0.796,9,16,L,D.Smyly(59)
Washington Nationals,2,2,Apr 7 (1),,ATL,"L,6-7",34,28,6,9,3,0,1,6,4,0,8,1,0,1,0,1,0,0,0.306,0.397,0.468,0.865,7,17,L,M.Fried(22)
Washington Nationals,3,3,Apr 7 (2),,ATL,"L,0-2",25,22,0,2,1,0,0,0,3,1,8,0,0,0,0,1,2,0,0.25,0.347,0.381,0.728,4,12,R,H.Ynoa(67)
Washington Nationals,4,4,9-Apr,@,LAD,"L,0-1",34,33,0,8,1,0,0,0,1,1,10,0,0,0,0,0,0,2,0.248,0.326,0.35,0.676,7,15,R,W.Buehler(64)
Washington Nationals,5,5,10-Apr,@,LAD,"L,5-9",41,39,5,15,0,0,2,5,1,0,6,1,0,0,0,2,0,0,0.282,0.347,0.397,0.744,9,17,L,J.Urias(42)
Washington Nationals,6,6,11-Apr,@,LAD,"L,0-3",34,34,0,7,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0.268,0.324,0.363,0.687,7,13,L,C.Kershaw(68)
Washington Nationals,7,7,12-Apr,@,STL,"W,5-2",41,36,5,12,1,1,1,5,4,0,9,0,0,1,0,1,0,0,0.279,0.335,0.385,0.72,9,15,R,J.Gant(44)
Washington Nationals,8,8,13-Apr,@,STL,"L,3-14",36,33,3,6,3,0,0,3,2,0,9,1,0,0,1,0,0,0,0.266,0.324,0.371,0.695,6,15,R,J.Flaherty(63)
Washington Nationals,9,9,14-Apr,@,STL,"W,6-0",42,35,6,9,3,0,1,5,7,1,9,0,0,0,0,0,0,1,0.265,0.331,0.378,0.709,9,14,R,A.Wainwright(44)
Washington Nationals,10,10,15-Apr,,ARI,"L,6-11",40,37,6,11,1,0,2,6,2,0,7,0,0,1,0,0,0,0,0.269,0.331,0.39,0.72,7,17,R,M.Kelly(34)
Washington Nationals,11,11,16-Apr,,ARI,"W,1-0",31,28,1,5,0,0,1,1,2,0,4,0,1,0,0,0,1,1,0.262,0.323,0.382,0.705,5,12,R,T.Widener(65)
Washington Nationals,12,12,17-Apr,,ARI,"W,6-2",39,36,6,14,3,0,2,6,1,0,5,0,1,1,1,1,1,0,0.273,0.329,0.405,0.735,9,17,R,L.Weaver(33)
Washington Nationals,13,13,18-Apr,,ARI,"L,2-5",36,32,2,6,0,0,2,2,3,0,11,1,0,0,0,0,0,0,0.267,0.326,0.403,0.728,7,16,L,M.Bumgarner(63)
Washington Nationals,14,14,19-Apr,,STL,"L,5-12",39,34,5,7,4,0,0,4,3,0,8,1,0,1,1,0,0,0,0.262,0.322,0.397,0.719,7,15,R,J.Flaherty(49)
Washington Nationals,15,15,20-Apr,,STL,"W,3-2",35,29,3,6,1,0,1,3,4,1,11,2,0,0,0,1,1,0,0.259,0.324,0.394,0.717,8,13,R,A.Wainwright(72)
Washington Nationals,16,16,21-Apr,,STL,"W,1-0",30,28,1,4,2,0,0,1,2,0,5,0,0,0,1,1,1,0,0.253,0.317,0.384,0.701,5,13,R,C.Martinez(62)
Washington Nationals,17,17,23-Apr,@,NYM,"L,0-6",29,29,0,2,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0.243,0.305,0.369,0.674,2,14,R,J.deGrom(98)
Washington Nationals,18,18,24-Apr,@,NYM,"W,7-1",42,35,7,10,0,0,0,7,5,0,9,1,0,1,0,1,0,0,0.246,0.31,0.364,0.674,8,13,R,M.Stroman(30)
Washington Nationals,19,19,25-Apr,@,NYM,"L,0-4",34,30,0,5,1,0,0,0,3,0,7,1,0,0,0,0,0,0,0.242,0.308,0.356,0.664,7,14,R,T.Walker(72)
Washington Nationals,20,20,27-Apr,@,TOR,"L,5-9",38,34,5,9,1,0,4,5,2,0,10,2,0,0,0,1,0,1,0.243,0.31,0.372,0.681,6,9,R,T.Thornton(45)
Washington Nationals,21,21,28-Apr,@,TOR,"W,8-2",41,37,8,11,1,0,2,8,2,0,8,2,0,0,0,0,0,0,0.246,0.313,0.378,0.69,6,10,L,S.Matz(22)
Washington Nationals,22,22,30-Apr,,MIA,"W,2-1",33,31,2,9,0,0,1,2,2,0,4,0,0,0,0,4,1,1,0.248,0.314,0.378,0.692,4,16,R,P.Lopez(65)
Washington Nationals,23,23,1-May,,MIA,"W,7-2",39,36,7,12,3,0,1,7,2,0,8,1,0,0,1,0,3,0,0.252,0.317,0.384,0.701,8,13,R,P.Campbell(29)
Washington Nationals,24,24,2-May,,MIA,"W,3-1",34,29,3,8,3,0,1,3,4,0,10,1,0,0,0,2,0,1,0.253,0.319,0.388,0.707,7,10,L,T.Rogers(50)
Washington Nationals,25,25,4-May,,ATL,"L,1-6",33,30,1,5,0,0,0,1,3,0,8,0,0,0,0,2,0,0,0.25,0.317,0.379,0.696,5,15,R,H.Ynoa(69)
Washington Nationals,26,26,5-May,,ATL,"L,3-5",37,31,3,6,1,0,2,3,4,0,9,1,1,0,0,1,0,0,0.248,0.316,0.381,0.697,7,15,L,M.Fried(60)
Washington Nationals,27,27,6-May,,ATL,"L,2-3",39,34,2,8,3,0,0,1,5,1,7,0,0,0,0,1,1,0,0.247,0.317,0.379,0.696,10,15,L,D.Smyly(62)
Washington Nationals,28,28,7-May,@,NYY,"W,11-4",43,38,11,10,0,0,4,10,4,0,9,0,1,0,1,0,0,0,0.248,0.318,0.387,0.705,5,10,R,J.Taillon(59)
Washington Nationals,29,29,8-May,@,NYY,"L,3-4",43,38,3,8,1,0,0,3,4,1,14,0,0,1,0,2,1,0,0.246,0.316,0.381,0.697,7,12,R,C.Kluber(52)
Washington Nationals,30,30,9-May,@,NYY,"L,2-3",34,33,2,8,2,0,1,2,1,0,7,0,0,0,0,2,0,0,0.246,0.314,0.381,0.696,5,9,R,D.German(60)
Washington Nationals,31,31,11-May,,PHI,"L,2-6",39,34,2,7,1,0,1,2,4,0,8,1,0,0,0,0,0,0,0.245,0.314,0.38,0.694,10,17,R,C.Anderson(57)
Washington Nationals,32,32,12-May,,PHI,"L,2-5",43,40,2,10,2,1,0,2,3,1,11,0,0,0,1,1,0,0,0.245,0.314,0.378,0.692,11,16,R,Z.Wheeler(54)
Washington Nationals,33,33,13-May,,PHI,"W,5-1",32,30,5,7,1,0,2,5,2,1,11,0,0,0,0,1,0,0,0.245,0.313,0.381,0.694,3,12,R,Z.Eflin(45)
Washington Nationals,34,34,14-May,@,ARI,"W,17-2",59,51,17,22,6,1,3,17,5,0,5,2,1,0,2,0,0,0,0.253,0.321,0.398,0.72,15,15,R,R.Smith(9)
Washington Nationals,35,35,15-May,@,ARI,"L,4-11",42,36,4,10,3,0,0,4,5,0,6,0,1,0,1,1,1,0,0.254,0.323,0.397,0.72,11,15,R,S.Frankoff(50)
Washington Nationals,36,36,16-May,@,ARI,"W,3-0",35,33,3,8,2,0,1,3,2,0,7,0,0,0,0,1,2,1,0.254,0.322,0.397,0.719,5,13,R,L.Weaver(61)
Washington Nationals,37,37,17-May,@,CHC,"L,3-7",35,32,3,6,0,0,2,3,3,0,8,0,0,0,0,1,0,0,0.252,0.32,0.396,0.717,5,15,R,A.Alzolay(48)
Washington Nationals,38,38,18-May,@,CHC,"L,3-6",41,36,3,9,1,0,1,3,2,0,7,2,1,0,1,1,0,0,0.252,0.32,0.395,0.716,11,15,R,Z.Davies(41)
Washington Nationals,39,39,19-May,@,CHC,"W,4-3",39,35,4,9,2,0,1,3,3,0,7,1,0,0,0,0,1,1,0.252,0.321,0.395,0.716,8,15,R,J.Arrieta(37)
Washington Nationals,40,40,20-May,@,CHC,"L,2-5",34,31,2,6,1,0,2,2,3,0,14,0,0,0,0,1,0,1,0.251,0.319,0.396,0.715,5,15,R,T.Williams(49)
Washington Nationals,41,41,21-May,,BAL,"W,4-2",40,34,4,12,3,0,0,4,4,1,9,0,2,0,0,0,0,0,0.253,0.322,0.397,0.719,12,15,R,J.Lopez(50)
Washington Nationals,42,42,22-May,,BAL,"W,12-9",43,39,12,15,2,0,2,11,3,0,9,0,0,1,1,0,0,0,0.257,0.325,0.402,0.727,7,17,L,B.Zimmermann(26)
Washington Nationals,43,43,23-May,,BAL,"W,6-5",38,33,6,11,3,0,1,6,3,0,8,0,1,1,1,0,0,1,0.258,0.326,0.405,0.731,8,13,R,M.Harvey(29)
Washington Nationals,44,44,25-May,,CIN,"L,1-2",32,30,1,4,0,0,1,1,2,0,6,0,0,0,0,1,0,0,0.256,0.323,0.401,0.725,4,13,R,T.Mahle(63)
Washington Nationals,45,45,26-May,,CIN,"W,5-3",39,33,5,9,0,1,0,5,6,0,7,0,0,0,0,0,3,0,0.256,0.325,0.4,0.725,10,16,R,J.Hoffman(37)
Washington Nationals,46,46,27-May,,CIN,"L,0-3",24,23,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0.254,0.322,0.395,0.717,3,12,R,S.Gray(72)
Washington Nationals,47,47,May 29 (1),,MIL,"L,1-4",25,23,1,4,0,0,1,1,1,0,7,0,1,0,0,1,0,0,0.253,0.32,0.394,0.714,3,12,R,F.Peralta(71)
Washington Nationals,48,48,May 29 (2),,MIL,"L,2-6",34,30,2,8,2,0,0,2,4,1,7,0,0,0,0,0,2,0,0.253,0.321,0.393,0.714,11,16,L,B.Anderson(46)
Washington Nationals,49,49,30-May,,MIL,"L,0-3",32,29,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,1,0.25,0.318,0.388,0.706,5,15,R,B.Woodruff(81)
Washington Nationals,50,50,31-May,@,ATL,"L,3-5",37,33,3,7,0,0,1,3,3,0,10,0,1,0,0,0,0,0,0.249,0.318,0.386,0.704,7,15,R,C.Morton(46)
Washington Nationals,51,51,1-Jun,@,ATL,"W,11-6",45,41,11,14,2,0,2,10,3,0,12,1,0,0,0,0,0,0,0.252,0.32,0.39,0.709,7,17,L,M.Fried(36)
Washington Nationals,52,52,2-Jun,@,ATL,"W,5-3",38,35,5,9,1,0,2,5,2,0,7,1,0,0,1,2,2,0,0.252,0.32,0.391,0.71,6,14,L,D.Smyly(41)
Washington Nationals,53,53,3-Jun,@,ATL,"L,1-5",36,31,1,4,1,0,0,1,5,0,10,0,0,0,0,0,0,0,0.25,0.318,0.387,0.705,8,14,L,T.Davidson(67)
Washington Nationals,54,54,4-Jun,@,PHI,"W,2-1",33,31,2,6,2,0,1,2,2,1,8,0,0,0,0,1,0,1,0.249,0.317,0.386,0.703,4,12,R,Z.Wheeler(66)
Washington Nationals,55,55,5-Jun,@,PHI,"L,2-5",39,32,2,4,1,0,1,1,5,0,9,2,0,0,1,1,0,0,0.246,0.316,0.384,0.7,10,14,R,S.Howard(53)
Washington Nationals,56,56,6-Jun,@,PHI,"L,6-12",41,36,6,10,3,1,0,5,3,0,9,2,0,0,0,1,1,0,0.247,0.317,0.385,0.702,8,20,R,V.Velasquez(45)
Washington Nationals,57,57,8-Jun,@,TBR,"L,1-3",35,31,1,6,1,0,0,1,4,0,14,0,0,0,0,1,0,0,0.246,0.317,0.382,0.699,7,9,R,T.Glasnow(71)
Washington Nationals,58,58,9-Jun,@,TBR,"W,9-7",48,41,9,10,3,0,3,9,5,1,18,0,0,2,0,0,1,0,0.246,0.317,0.385,0.702,6,10,L,S.McClanahan(38)
Washington Nationals,59,59,11-Jun,,SFG,"L,0-1",28,27,0,2,1,0,0,0,1,0,8,0,0,0,0,2,0,0,0.244,0.314,0.381,0.695,1,17,R,A.DeSclafani(90)
Washington Nationals,60,60,Jun 12 (1),,SFG,"W,2-0",22,20,2,4,1,0,1,2,2,0,4,0,0,0,0,1,0,1,0.243,0.314,0.382,0.695,2,12,R,K.Gausman(50)
Washington Nationals,61,61,Jun 12 (2),,SFG,"L,1-2",28,26,1,4,2,0,0,1,1,0,8,1,0,0,0,1,0,0,0.242,0.312,0.38,0.692,3,16,L,C.Menez(54)
Washington Nationals,62,62,13-Jun,,SFG,"W,5-0",38,30,5,10,2,0,2,5,4,0,4,0,4,0,1,1,0,0,0.243,0.314,0.383,0.697,9,11,R,J.Cueto(31)
Washington Nationals,63,63,14-Jun,,PIT,"W,3-2",34,29,3,6,1,0,1,3,3,0,5,1,1,0,1,0,0,0,0.243,0.314,0.382,0.696,7,14,R,J.Brubaker(50)
Washington Nationals,64,64,15-Jun,,PIT,"W,8-1",38,34,8,13,1,1,1,8,2,0,7,0,1,1,0,1,0,0,0.245,0.315,0.385,0.7,6,10,L,T.Anderson(31)
Washington Nationals,65,65,16-Jun,,PIT,"W,3-1",35,31,3,8,0,0,2,3,4,0,8,0,0,0,0,1,0,0,0.245,0.316,0.386,0.702,8,16,R,C.De Jong(53)
Washington Nationals,66,66,18-Jun,,NYM,"W,1-0",32,29,1,7,0,0,0,1,3,0,8,0,0,0,0,3,0,0,0.245,0.315,0.384,0.7,7,12,L,J.Lucchesi(63)
